* Measurement data measured by REW V5.40 beta 112
* Source: SSL 2+, MICROPHONE, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Jan 8, 2026, 11:04:53 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: L RDSL-HILN-1225-N001 (HOT) Jan 8
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz); W(W); Phase(degrees)
191.894517; 1.54016E-5; 17.2180
192.260728; 1.54193E-5; 17.2534
192.626939; 1.54352E-5; 17.2886
192.993150; 1.54478E-5; 17.3263
193.359361; 1.54581E-5; 17.3691
193.725572; 1.54677E-5; 17.4150
194.091783; 1.54773E-5; 17.4598
194.457994; 1.54856E-5; 17.4997
194.824205; 1.54913E-5; 17.5349
195.190415; 1.54938E-5; 17.5667
195.556626; 1.54935E-5; 17.5968
195.922837; 1.54910E-5; 17.6268
196.289048; 1.54877E-5; 17.6581
196.655259; 1.54851E-5; 17.6921
197.021470; 1.54858E-5; 17.7274
197.387681; 1.54904E-5; 17.7604
197.753892; 1.54978E-5; 17.7879
198.120103; 1.55057E-5; 17.8104
198.486314; 1.55127E-5; 17.8323
198.852525; 1.55204E-5; 17.8582
199.218735; 1.55311E-5; 17.8871
199.584946; 1.55447E-5; 17.9139
199.951157; 1.55577E-5; 17.9349
200.317368; 1.55658E-5; 17.9549
200.683579; 1.55686E-5; 17.9840
201.049790; 1.55714E-5; 18.0286
201.416001; 1.55808E-5; 18.0825
201.782212; 1.55981E-5; 18.1299
202.148423; 1.56162E-5; 18.1580
202.514634; 1.56248E-5; 18.1702
202.880845; 1.56195E-5; 18.1860
203.247055; 1.56076E-5; 18.2234
203.613266; 1.56032E-5; 18.2819
203.979477; 1.56148E-5; 18.3368
204.345688; 1.56358E-5; 18.3587
204.711899; 1.56474E-5; 18.3386
205.078110; 1.56320E-5; 18.3016
205.444321; 1.55894E-5; 18.2930
205.810532; 1.55397E-5; 18.3476
206.176743; 1.55119E-5; 18.4615
206.542954; 1.55241E-5; 18.5913
206.909164; 1.55712E-5; 18.6829
207.275375; 1.56289E-5; 18.7078
207.641586; 1.56709E-5; 18.6797
208.007797; 1.56853E-5; 18.6400
208.374008; 1.56803E-5; 18.6276
208.740219; 1.56743E-5; 18.6540
209.106430; 1.56812E-5; 18.7022
209.472641; 1.57019E-5; 18.7457
209.838852; 1.57263E-5; 18.7708
210.205063; 1.57440E-5; 18.7829
210.571274; 1.57520E-5; 18.7983
210.937484; 1.57554E-5; 18.8278
211.303695; 1.57609E-5; 18.8694
211.669906; 1.57707E-5; 18.9131
212.036117; 1.57817E-5; 18.9515
212.402328; 1.57900E-5; 18.9859
212.768539; 1.57948E-5; 19.0226
213.134750; 1.57993E-5; 19.0649
213.500961; 1.58067E-5; 19.1092
213.867172; 1.58172E-5; 19.1479
214.233383; 1.58271E-5; 19.1774
214.599594; 1.58328E-5; 19.2015
214.965804; 1.58341E-5; 19.2281
215.332015; 1.58346E-5; 19.2622
215.698226; 1.58390E-5; 19.3016
216.064437; 1.58485E-5; 19.3386
216.430648; 1.58605E-5; 19.3674
216.796859; 1.58707E-5; 19.3881
217.163070; 1.58768E-5; 19.4073
217.529281; 1.58803E-5; 19.4316
217.895492; 1.58848E-5; 19.4628
218.261703; 1.58930E-5; 19.4960
218.627914; 1.59040E-5; 19.5254
218.994124; 1.59145E-5; 19.5485
219.360335; 1.59217E-5; 19.5694
219.726546; 1.59252E-5; 19.5939
220.092757; 1.59277E-5; 19.6263
220.458968; 1.59330E-5; 19.6651
220.825179; 1.59425E-5; 19.7044
221.191390; 1.59550E-5; 19.7379
221.557601; 1.59670E-5; 19.7638
221.923812; 1.59756E-5; 19.7855
222.290023; 1.59793E-5; 19.8086
222.656234; 1.59811E-5; 19.8377
223.022444; 1.59842E-5; 19.8726
223.388655; 1.59917E-5; 19.9093
223.754866; 1.60018E-5; 19.9432
224.121077; 1.60122E-5; 19.9720
224.487288; 1.60209E-5; 19.9972
224.853499; 1.60272E-5; 20.0228
225.219710; 1.60322E-5; 20.0520
225.585921; 1.60379E-5; 20.0845
225.952132; 1.60452E-5; 20.1177
226.318343; 1.60535E-5; 20.1478
226.684554; 1.60610E-5; 20.1751
227.050764; 1.60666E-5; 20.2020
227.416975; 1.60708E-5; 20.2324
227.783186; 1.60752E-5; 20.2664
228.149397; 1.60816E-5; 20.3023
228.515608; 1.60901E-5; 20.3365
228.881819; 1.60996E-5; 20.3670
229.248030; 1.61085E-5; 20.3937
229.614241; 1.61162E-5; 20.4191
229.980452; 1.61235E-5; 20.4452
230.346663; 1.61314E-5; 20.4711
230.712873; 1.61404E-5; 20.4954
231.079084; 1.61489E-5; 20.5175
231.445295; 1.61561E-5; 20.5391
231.811506; 1.61616E-5; 20.5629
232.177717; 1.61671E-5; 20.5905
232.543928; 1.61737E-5; 20.6213
232.910139; 1.61821E-5; 20.6534
233.276350; 1.61912E-5; 20.6865
233.642561; 1.62006E-5; 20.7209
234.008772; 1.62108E-5; 20.7577
234.374983; 1.62228E-5; 20.7945
234.741193; 1.62364E-5; 20.8278
235.107404; 1.62483E-5; 20.8553
235.473615; 1.62548E-5; 20.8809
235.839826; 1.62557E-5; 20.9133
236.206037; 1.62559E-5; 20.9589
236.572248; 1.62625E-5; 21.0131
236.938459; 1.62779E-5; 21.0603
237.304670; 1.62952E-5; 21.0849
237.670881; 1.63008E-5; 21.0880
